temp(C) wspeed smoist(mm) stemp(F)
12 5.2 371 72
6 5 344 77
11 5.3 338 55
10 5.3 195 55
6 7.5 152 75
19 7.3 129 58
14 7.5 185 60
8 7.2 148 67
14 7.2 422 75
19 5 397 70
10 5.4 371 50
5 5 400 49
12 5.5 423 50
8 5.2 380 50
16 5.2 379 49
16 5.1 340 45
16 5.2 341 76
17 5.2 430 62
15 5.5 416 74
9 5 342 62
13 5.3 431 63
17 5.2 372 73
9 5.1 358 74
18 5.2 357 54
10 5 428 77
7 5.1 409 54
14 5.5 385 66
15 5.2 397 66
17 5 338 73
20 5.1 380 73
7 5.4 384 70
10 5.5 435 76
10 5.2 328 61
15 5.5 407 73
17 5.1 410 56
11 5.1 420 59
13 5.5 339 54
15 5.5 364 56
10 5.3 376 59
17 5.5 334 69
12 5.1 333 62
20 5.5 364 63
18 5.5 388 71
16 7.1 427 57
19 7.3 327 62
10 5.2 388 65
11 5 350 76
9 5.3 370 71
7 5.4 417 57
11 5.5 413 75
15 5.2 351 64
18 5.1 406 70
18 5.4 381 70
12 5 368 71
2 5.5 421 55
3 5.2 346 55
3 5.5 367 60
7 5.1 408 68
17 5.5 420 74
7 5.3 351 62
2 5.1 345 59
3 5.3 336 68
2 5.4 340 71
3 5.3 419 66
16 5.4 364 57
18 5.3 450 59
5 5 330 73
14 5.2 376 65
11 5 432 67
10 5.5 375 67
9 5.1 436 56
6 5 440 67
14 5.5 412 60
7 5.3 435 69
18 5.1 363 76
14 5.4 372 58
9 5.4 431 73
14 5.2 362 69
6 5.3 407 61
19 5.1 379 58
19 5.5 342 61
12 5.3 422 60
9 5.1 447 70
13 5.4 447 62
15 5 383 55
13 5.3 376 62
5 5.5 421 54
5 5.4 394 57
14 5.1 387 64
16 5 369 54
19 5.5 390 59
20 5.5 393 71
17 5.4 435 62
12 5.2 427 75
14 5.1 443 58
20 5.4 329 56
12 5.2 405 76
14 5 413 69
13 5.5 378 62
11 5.1 167 75
5 7.4 126 77
11 7.4 143 58
19 7.1 156 61
13 7.4 159 55
15 7.2 354 60
6 5.4 373 67
11 5.5 366 49
20 5.4 425 50
7 5.4 425 46
16 5 327 55
9 5.5 435 54
15 5.2 417 45
5 5.4 396 72
15 5.5 433 56
13 5.4 405 66
11 5.4 417 68
13 5 417 65
17 5.4 427 73
12 5.3 366 59
6 5.1 437 70
20 5.2 428 69
6 5.3 408 54
14 5.4 426 76
6 5.1 381 76
13 5.4 398 65
14 5.1 348 55
16 5.4 400 60
15 5.4 391 57
20 5.5 336 55
11 5.3 443 65
12 5.3 325 64
18 5.4 415 57
6 5.4 381 68
13 5.4 450 60
7 5.3 425 59
8 5.1 354 67
16 5.4 370 55
12 5.2 356 64
19 5.2 366 57
8 7 360 71
20 7 415 68
7 5.1 330 69
20 5.2 444 67
9 5.3 364 73
16 5 347 72
15 5.4 380 70
7 5.2 366 60
12 5.4 431 55
14 5.3 439 66
8 5.1 426 73
2 5.3 336 69
3 5.3 386 75
2 5.1 401 76
17 5.4 342 67
17 5.2 426 69
11 5.3 416 55
2 5.2 357 67
2 5.5 329 72
3 5.3 413 76
3 5.5 433 69
12 5 369 67
19 5.4 358 75
11 5.4 446 73
14 5.5 358 67
6 5.4 371 72
16 5.5 397 56
18 5.1 325 68
19 5.5 332 62
10 5.5 344 60
19 5.2 387 57
12 5.3 372 68
14 5 357 69
10 5.5 404 60
12 5.5 422 63
14 5.1 384 67
16 5.5 406 57
16 5.4 449 72
19 5.4 384 55
19 5.5 367 65
10 5.4 430 77
20 5.1 340 63
8 5.1 440 57
10 5.5 343 76
7 5.3 353 63
11 5 398 70
9 5.2 430 67
17 5 349 67
11 5.4 431 75
10 5.2 352 57
17 5 379 69
20 5.4 422 73
7 5.3 381 56
20 5.3 408 77
5 5.2 358 66
5 5 336 65
5 5.1 160 76
20 7.5 177 70
13 7.2 167 61
16 7.5 192 62
7 7.2 138 65
9 7.5 448 76
8 5 442 62
17 5.3 362 51
9 5.5 345 49
18 5.3 380 55
20 5.4 416 50
11 5.1 427 47
9 5.5 372 55
8 5.5 350 65
20 5.5 418 63
15 5.3 426 75
19 5 415 69
5 5.3 376 74
19 5 330 74
6 5.1 371 72
14 5.1 418 68
12 5.2 330 68
15 5.2 346 76
16 5 332 72
13 5 450 71
20 5.1 331 66
18 5 379 61
10 5 438 58
12 5.4 412 68
10 5.5 339 77
17 5.2 441 71
14 5.5 404 57
8 5.5 423 61
20 5 425 68
15 5.5 347 72
14 5.2 354 71
6 5 445 66
9 5.5 336 59
10 5.5 377 64
14 5.5 372 64
18 7.2 410 54
7 7.3 439 56
20 5.4 402 66
11 5.1 340 55
8 5.4 382 60
11 5.4 401 66
9 5.2 367 67
12 5 356 63
11 5.2 395 71
16 5.1 360 71
11 5.3 379 57
3 5.2 442 57
2 5.4 422 65
3 5 341 61
14 5.1 357 63
16 5.3 330 63
18 5.2 334 66
2 5 367 77
3 5.2 443 66
2 5.4 370 66
2 5.2 430 76
19 5.5 423 65
20 5.4 384 54
14 5.3 372 64
14 5 339 63
8 5.2 378 66
7 5.2 373 70
13 5.4 418 66
18 5.1 369 69
8 5.4 342 68
18 5.3 385 66
12 5.4 400 59
11 5.5 360 76
18 5.3 442 68
19 5.3 340 69
13 5.3 381 68
13 5 382 55
16 5.5 449 55
12 5.3 447 75
7 5.4 367 58
13 5 337 62
6 5.4 402 54
8 5.3 369 57
8 5.4 406 76
13 5.1 355 55
6 5.2 426 66
17 5.1 355 64
13 5.1 415 76
14 5.2 420 65
5 5.4 339 73
19 5.3 412 70
5 5.1 337 76
16 5.5 366 58
19 5.2 439 73
7 5.5 344 62
16 5.4 337 59
16 5.4 136 76
8 7.2 128 77
10 7.3 130 66
6 7.1 158 60
15 7 126 77
18 7 375 72
18 5.4 375 58
14 5.4 330 55
11 5 391 46
5 5 420 45
13 5.3 442 47
18 5.2 438 48
6 5.1 373 55
9 5.4 436 61
16 5.2 437 70
12 5.3 342 58
19 5.1 363 56
9 5.4 337 76
11 5.2 416 54
5 5.4 381 72
15 5.1 328 57
18 5.3 388 76
14 5.2 337 60
17 5.5 327 57
19 5.1 407 61
8 5.5 415 58
12 5.1 429 65
9 5 329 69
6 5.2 406 67
17 5.4 420 58
10 5.1 351 69
15 5.2 386 61
9 5.3 437 60
20 5.4 420 67
6 5.2 425 75
16 5 441 63
20 5.5 356 64
5 5.1 434 54
14 5.2 334 54
18 5.3 349 64
7 7.5 440 56
7 7.3 337 61
19 5.1 377 70
17 5.4 427 65
7 5.1 383 73
10 5.5 420 71
18 5.4 445 57
6 5 363 66
12 5 390 54
11 5.3 388 55
9 5.2 346 67
3 5.4 431 75
2 5.2 395 70
3 5 388 77
17 5.3 410 75
8 5.3 353 64
17 5.5 448 68
3 5.2 416 77
3 5.3 364 73
2 5.3 436 68
3 5 344 70
8 5.5 408 54
10 5 422 63
12 5.5 348 57
19 5.3 376 62
9 5.5 408 58
18 5 436 63
7 5.4 336 55
20 5.4 445 57
7 5.5 360 54
12 5.1 436 61
6 5 407 65
16 5.3 428 60
16 5.5 404 70
20 5.4 425 68
16 5.4 332 69
15 5.2 337 60
15 5.5 442 63
20 5.4 356 69
14 5.3 380 75
15 5.5 424 61
10 5.5 364 65
13 5.4 399 65
13 5.2 422 75
11 5.1 366 66
14 5 386 77
12 5.5 431 55
18 5.4 363 67
16 5.5 344 62
5 5.2 442 72
9 5.3 327 54
13 5.1 379 75
15 5.1 400 74
14 5.5 440 77
6 5.2 388 76
5 5.4 393 74
16 5.2 173 64
14 7.2 196 68
9 7.2 168 64
14 7.5 138 73
20 7.3 173 55
6 7.2 345 64
13 5.2 368 55
15 5.5 349 51
16 5.2 412 45
11 5.2 371 46
9 5 411 48
12 5.2 412 49
11 5.1 329 52
15 5.1 359 56
6 5 424 65
19 5.1 356 74
6 5.2 386 69
9 5.5 408 75
6 5 359 62
10 5.4 377 58
20 5.1 397 75
16 5.2 388 56
19 5.2 333 74
14 5.1 360 62
9 5.4 362 54
19 5.5 406 68
19 5.1 405 67
7 5.5 388 56
10 5.2 414 69
10 5.3 355 67
6 5.3 346 73
15 5.5 422 57
11 5.4 427 67
6 5.1 375 59
15 5.4 384 73
17 5.3 415 56
19 5.2 400 62
18 5.1 446 68
9 5 415 57
7 5.1 370 77
19 7 373 55
11 7 352 54
15 5.4 411 56
9 5 379 67
14 5.1 407 68
11 5.2 400 74
6 5.5 420 67
8 5.3 345 74
10 5.3 326 57
15 5.2 332 69
17 5.3 330 64
3 5.2 395 57
2 5.4 393 64
2 5.2 377 56
16 5.3 425 59
9 5.4 414 67
16 5.2 384 61
2 5.5 335 67
3 5.3 428 57
3 5.5 443 71
3 5.3 379 62
13 5.3 354 75
13 5.2 341 59
19 5.3 430 58
7 5 414 68
17 5.4 376 62
18 5.5 330 62
20 5.2 401 54
14 5 435 55
20 5.1 412 71
11 5 431 73
17 5.2 420 74
13 5 356 57
18 5.4 364 67
18 5.5 372 55
6 5.4 436 58
16 5.5 446 63
18 5.1 402 75
5 5.2 447 75
20 5.2 353 70
7 5.2 342 73
19 5.1 450 77
16 5.3 328 65
19 5 421 58
12 5.2 381 55
5 5.4 339 72
10 5.5 393 71
9 5.1 388 59
13 5.3 343 76
14 5 329 75
19 5 327 59
12 5.2 345 76
5 5.1 358 75
17 5.2 345 71
18 5.2 397 54
10 5.2 406 63
17 5.3 162 62
17 7.2 150 70
18 7.5 146 57
9 7.2 131 55
18 7.2 186 61
9 7 349 56
19 5.1 376 71
13 5.5 354 55
5 5.5 380 50
5 5.2 421 47
17 5.2 334 55
14 5.2 352 48
20 5.5 354 54
13 5.5 434 56
10 5.5 444 56
11 5.1 434 65
9 5.1 332 55
5 5.2 336 74
15 5.2 372 59
12 5.3 416 71
16 5.4 374 60
11 5 404 64
17 5.2 347 76
16 5.3 337 65
11 5 339 71
20 5.2 415 64
9 5.4 423 55
18 5.5 429 62
10 5 378 59
16 5.4 329 63
14 5 410 60
14 5.4 328 66
11 5.5 369 67
6 5.1 443 72
13 5 372 71
11 5.3 372 56
14 5.5 376 56
10 5.2 450 57
10 5 402 65
11 5 330 75
13 7 384 63
12 7.4 433 59
15 5.2 332 65
18 5.4 390 63
11 5.3 342 62
6 5 434 70
16 5.3 442 62
13 5.3 432 65
6 5.4 414 67
18 5.4 365 55
17 5.2 347 68
3 5 330 58
2 5.5 412 63
3 5.2 402 69
15 5.5 368 58
18 5.4 325 54
8 5 336 62
3 5.1 397 62
3 5.3 438 73
2 5.1 379 77
2 5.2 430 54
12 5.4 382 55
11 5.5 447 67
18 5.5 362 56
12 5 409 76
6 5.5 440 56
6 5.5 444 62
13 5.4 435 73
20 5.5 328 66
10 5.2 376 75
9 5.2 374 61
19 5.1 347 76
6 5.4 334 72
15 5 398 67
5 5.3 396 58
8 5.3 409 73
8 5.4 434 56
9 5.1 329 62
9 5.4 336 54
5 5.5 329 75
16 5 346 54
7 5 362 68
20 5.1 368 58
18 5.1 424 56
17 5.2 424 72
9 5.4 440 68
16 5.2 402 73
13 5.4 402 73
9 5.3 330 72
8 5.4 350 75
9 5.4 374 64
9 5.2 404 68
12 5.4 383 67
16 5.5 327 61
18 5.3 329 70
12 5.3 429 56
12 5.4 127 54
7 7.1 159 56
9 7.3 125 74
9 7 186 57
18 7 172 71
5 7 372 58
13 5.5 435 77
9 5.5 339 47
6 5.1 367 53
20 5.1 341 53
12 5.2 342 46
16 5.5 383 47
5 5.2 363 45
5 5.5 370 74
11 5.4 403 76
9 5.4 346 65
11 5 426 64
18 5.2 348 72
12 5.1 332 70
13 5.5 434 68
9 5.4 355 61
6 5.2 378 59
11 5.4 422 74
20 5.4 390 66
19 5.4 356 65
13 5.1 430 64
12 5.5 395 56
8 5.2 347 75
18 5.1 398 70
5 5.1 341 63
12 5.4 395 68
13 5.1 446 67
12 5.1 424 59
12 5.4 396 77
9 5.5 367 70
14 5.2 372 61
18 5.2 403 75
18 5.5 414 56
12 5.4 353 72
10 5 332 59
11 7.4 382 60
15 7.1 362 66
8 5.5 443 63
16 5.2 435 75
20 5.3 427 76
5 5.1 417 60
10 5.4 388 56
10 5.2 349 76
9 5.4 325 65
20 5 387 75
17 5.5 426 74
2 5.1 420 57
3 5.3 427 56
3 5.1 342 74
19 5.1 350 58
20 5.4 350 75
15 5.3 426 77
2 5.1 337 59
3 5.4 388 66
3 5.3 449 75
2 5 364 59
13 5 359 76
7 5.3 380 65
6 5.4 406 73
13 5.3 379 61
16 5.2 357 65
15 5.3 360 62
13 5.4 337 72
19 5.5 417 72
16 5.5 374 76
9 5.4 450 74
14 5.2 396 60
6 5.2 427 65
9 5.4 383 74
20 5.3 402 54
6 5.2 421 71
10 5.1 355 68
6 5.1 352 63
14 5.1 337 71
14 5.2 368 74
6 5.1 432 74
14 5.3 424 70
20 5 397 69
13 5.3 395 62
20 5.3 348 54
7 5 431 54
8 5 328 63
6 5.5 363 65
6 5.2 408 72
9 5.3 346 65
10 5.4 366 70
17 5.2 428 57
19 5.3 335 70
16 5.4 398 58
7 5.2 376 67
6 5.5 397 61
19 5.1 173 72
5 7.1 195 56
7 7.1 188 72
6 7.5 188 67
14 7.1 158 69
7 7.1 372 58
17 5.4 445 56
20 5.2 379 53
19 5.2 421 49
17 5.5 381 53
9 5.3 408 48
9 5.5 367 48
11 5.5 429 53
5 5.3 418 75
17 5.2 401 59
19 5.3 423 68
13 5.1 349 63
20 5 426 56
16 5.4 395 55
16 5.5 438 70
8 5 395 69
11 5 376 71
5 5.5 427 61
14 5.5 343 70
18 5.3 409 62
20 5.2 441 75
19 5 340 69
15 5.4 386 62
13 5.5 333 63
12 5 443 59
17 5.2 431 66
10 5.1 414 73
15 5.1 411 61
15 5 423 65
15 5.3 352 61
8 5.5 344 75
6 5 437 61
20 5.1 391 71
5 5.2 360 70
10 5.2 384 61
7 7 389 75
15 7.4 378 72
9 5.4 362 72
12 5.5 417 61
8 5.4 344 69
15 5.1 410 63
8 5.2 335 72
19 5.2 432 63
20 5 328 60
12 5.1 365 69
16 5.2 382 74
2 5.1 405 57
2 5.3 402 71
2 5.1 434 71
13 5.2 374 59
7 5.5 417 71
19 5.4 438 75
2 5.1 450 58
2 5.1 445 57
2 5.4 353 65
3 5 325 71
15 5.5 337 57
15 5.1 379 58
15 5.1 356 74
17 5.3 392 76
12 5.3 392 55
13 5.1 341 57
9 5.5 413 71
7 5.4 385 62
14 5.2 422 71
10 5.5 390 66
8 5.2 445 72
15 5.3 418 60
7 5.1 333 70
12 5.1 416 75
15 5 366 56
12 5 349 58
20 5.4 391 57
20 5 359 65
6 5.3 363 73
6 5.2 328 72
6 5.2 371 70
13 5.1 377 55
9 5 334 60
18 5.3 426 67
10 5.4 329 62
12 5.1 341 63
6 5 446 58
19 5 362 75
19 5.3 385 55
18 5 330 71
17 5.2 361 70
14 5.5 405 58
12 5 411 73
7 5.1 450 58
9 5.5 423 65
8 5.4 120 58
9 7.1 139 62
8 7.1 197 63
16 7.3 151 60
11 7.4 200 73
17 7 387 72
7 5 442 71
18 5 348 52
14 5.5 350 53
20 5.1 404 53
10 5.5 429 45
15 5.3 437 50
5 5.4 406 55
15 5.2 362 56
6 5 395 55
7 5.3 420 61
8 5.4 395 70
14 5 334 77
19 5.4 410 70
11 5 436 59
8 5.2 344 59
16 5.2 341 60
11 5.4 444 65
13 5.3 364 63
13 5.2 418 66
18 5.5 348 69
13 5.3 336 75
7 5.3 382 54
15 5.2 425 72
13 5.5 414 54
10 5.4 385 62
6 5.2 368 66
17 5.4 444 66
14 5.1 349 63
7 5.3 398 72
15 5.3 379 61
9 5.1 327 77
12 5.2 374 66
9 5.3 378 70
5 5.5 395 57
8 7 434 77
15 7.1 430 60
20 5.2 444 75
17 5.1 407 57
8 5.1 400 77
6 5.2 354 60
15 5 363 60
9 5.3 403 76
12 5 401 73
18 5.5 376 55
5 5.1 432 57
3 5.3 392 62
3 5.5 424 59
2 5.4 439 66
19 5.1 378 57
16 5.1 401 67
6 5.1 408 56
3 5 330 69
2 5.5 349 63
3 5.2 409 76
2 5 375 71
8 5.4 415 62
12 5.5 351 69
12 5 393 54
10 5.5 441 59
14 5.3 346 71
17 5 412 68
11 5 361 54
20 5.3 423 57
6 5.3 379 60
15 5.1 358 61
19 5.3 380 75
9 5.3 365 68
8 5.2 352 74
12 5.1 429 62
15 5 432 66
11 5.1 358 77
12 5.2 352 57
8 5 391 56
20 5.5 403 57
7 5.1 436 69
10 5.4 374 68
19 5.1 397 72
19 5.4 438 66
18 5.2 359 63
19 5.1 340 60
19 5.5 442 64
12 5 400 65
5 5.1 366 74
17 5.1 440 73
10 5.5 369 70
18 5.4 348 67
19 5.2 396 77
7 5.3 328 74
17 5 450 66
16 5.3 363 67
9 5.2 161 61
12 7.4 162 61
9 7.3 139 57
13 7.1 128 62
13 7.4 200 70
8 7 357 61
13 5.5 356 63
13 5.4 448 46
13 5.2 358 54
12 5.4 362 45
17 5.5 434 46
16 5.4 443 46
8 5.2 450 51
18 5.3 371 54
20 5.4 325 63
13 5.3 338 59
17 5.5 356 72
18 5.1 419 73
15 5 372 58
13 5 433 64
16 5.3 366 73
13 5 446 70
6 5.2 450 71
9 5.1 441 74
16 5.1 412 73
17 5.2 408 54
11 5.3 326 64
11 5.1 422 57
16 5.3 430 64
5 5.2 364 67
17 5 417 59
17 5.5 404 71
17 5.4 359 64
6 5.4 409 67
16 5.3 402 68
15 5.1 398 63
6 5.5 376 60
10 5.4 345 75
13 5.5 370 67
10 5.3 413 65
13 7.3 330 57
9 7.2 436 54
10 5.1 338 64
15 5.5 327 58
7 5.2 394 61
12 5.4 377 70
10 5.4 360 56
7 5 331 65
12 5.3 440 64
14 5.2 380 57
10 5 433 70
2 5.2 357 54
2 5.2 428 59
2 5.4 405 55
20 5.1 364 56
17 5.4 419 69
19 5 403 71
2 5.3 407 59
2 5.1 430 55
3 5 376 71
3 5.2 380 71
14 5.4 434 73
14 5.3 364 75
16 5.5 405 73
11 5.3 325 56
8 5 429 65
17 5.2 335 60
5 5.3 419 74
5 5.4 367 67
15 5.3 438 74
13 5 398 69
9 5.1 350 59
8 5 369 64
16 5.3 386 65
14 5.5 433 77
18 5.1 426 76
14 5.3 412 63
10 5.5 330 58
5 5.3 378 64
7 5 424 55
17 5.1 442 61
5 5.3 345 73
7 5.1 363 60
14 5.4 359 67
15 5.5 427 66
12 5.3 410 56
7 5 405 70
6 5.1 355 58
8 5.5 351 76
7 5.1 377 54
12 5.2 383 72
18 5.2 361 73
9 5.3 353 65
20 5.3 336 56
13 5.5 363 75
15 5.2 346 63
5 5.3 192 71
12 7.3 197 66
16 7.2 132 77
19 7.1 200 74
8 7.3 135 60
18 7.1 431 76
17 5.5 421 75
6 5.1 340 46
8 5.2 385 52
11 5 375 45
15 5.3 361 55
18 5.1 395 45
19 5.5 428 45
19 5 431 62
14 5.4 444 76
10 5.5 371 56
20 5.5 351 57
15 5.4 364 58
8 5.5 380 55
15 5.1 443 56
5 5.5 398 69
9 5.2 349 76
17 5.3 417 68
10 5.2 379 59
11 5.2 349 63
8 5 351 59
12 5.3 426 77
7 5.5 403 56
5 5.2 403 75
11 5.1 356 58
7 5 398 66
19 5.3 352 57
11 5.3 393 56
10 5.2 352 60
7 5.2 430 55
18 5.1 378 76
14 5 413 76
17 5.2 352 54
17 5.5 326 65
10 5.4 427 70
7 7.2 325 60
6 7.1 366 68
19 5.3 440 74
9 5.5 398 68
9 5.3 435 76
20 5.3 341 73
7 5 401 62
10 5.1 380 57
15 5.4 385 63
7 5.5 445 67
5 5 342 73
2 5.2 450 56
2 5.1 387 56
2 5.1 360 57
18 5.5 439 60
13 5.2 378 66
13 5.3 393 75
2 5.3 431 66
3 5.4 413 75
2 5.3 332 60
2 5.5 336 77
19 5.2 404 64
14 5.2 422 56
6 5.2 425 59
8 5.1 338 73
9 5.4 428 76
10 5 338 70
12 5.3 333 63
16 5.3 399 57
20 5.3 444 55
7 5 345 77
10 5 419 55
10 5.3 399 60
5 5.2 432 66
12 5.3 346 56
20 5.4 389 66
8 5.1 343 63
5 5.3 355 62
15 5.2 347 67
10 5 386 73
17 5.2 404 72
17 5.2 325 68
13 5.3 440 73
20 5 370 76
14 5.5 390 73
18 5 446 62
13 5.3 363 57
9 5.3 426 74
11 5.5 376 59
6 5.4 383 65
17 5.5 382 77
15 5.2 361 72
11 5.5 347 58
16 5.4 416 71
20 5.5 435 69
15 5.2 423 67
12 5.3 169 65
10 7.1 182 69
5 7.2 179 60
7 7 177 75
15 7.5 190 65
12 7 336 60
11 5.3 381 60
15 5.2 389 46
17 5 377 45
5 5 411 52
20 5.3 430 49
14 5 410 54
15 5.5 397 50
15 5.2 441 77
11 5 354 59
15 5.2 428 63
14 5.4 386 62
13 5.4 402 64
16 5.2 425 68
15 5.5 435 59
20 5.3 363 73
14 5.1 397 54
16 5 422 68
8 5.1 373 68
5 5.3 326 63
8 5.2 343 58
9 5.2 325 54
16 5.2 443 72
5 5 325 58
19 5.1 426 61
14 5.5 427 77
11 5.3 396 72
15 5 372 73
11 5.3 330 57
9 5.2 432 65
19 5.3 359 64
6 5.3 417 68
7 5.4 341 54
12 5.4 358 72
20 5.1 345 72
14 7.3 355 70
17 7 447 73
11 5.4 382 62
13 5.1 341 63
5 5.2 434 77
10 5.5 430 54
6 5.5 355 59
14 5.3 429 58
13 5.5 380 71
10 5 360 70
13 5.4 358 57
2 5.1 383 65
2 5.2 445 54
3 5.2 418 58
6 5.2 371 65
19 5.2 428 59
19 5.5 402 75
2 5.3 401 67
2 5.4 347 62
2 5.1 333 56
3 5 445 77
10 5.5 434 54
7 5.1 432 67
11 5.1 387 67
9 5.3 408 55
15 5.2 406 76
10 5 400 59
11 5.4 382 77
11 5.4 383 69
8 5 447 75
10 5 385 72
9 5.1 389 64
19 5.5 443 60
19 5.5 378 76
12 5.2 349 59
12 5.2 399 60
7 5.1 442 57
9 5.4 429 60
17 5.2 405 54
13 5.4 330 56
7 5.2 334 56
14 5.2 407 65
12 5 366 75
15 5.2 381 69
5 5.4 439 71
19 5 410 57
5 5.1 450 63
10 5.5 425 74
20 5.2 445 73
18 5.3 413 61
20 5 342 64
5 5.2 399 71
14 5.5 361 60
17 5 403 68
17 5 411 54
15 5.2 438 74
8 5.4 141 71
20 7 151 64
15 7.5 198 66
5 7.1 156 69
9 7.5 182 67
10 7.5 394 58
20 5.5 397 67
10 5.1 378 47
12 5.3 363 48
19 5.2 422 55
5 5.5 354 51
5 5.1 410 51
6 5.1 408 55
7 5.1 432 54
11 5.5 437 72
6 5.2 416 75
6 5.4 393 66
11 5.4 420 73
17 5.1 353 62
13 5.2 445 55
18 5.2 344 77
19 5.3 390 70
5 5.1 407 73
20 5.1 369 59
9 5.3 420 60
17 5.5 389 68
6 5.5 439 69
19 5.5 436 74
11 5.3 377 71
17 5.4 345 57
9 5.1 389 62
15 5 403 64
13 5 415 59
16 5.5 372 61
8 5.5 419 69
20 5.1 407 67
13 5 346 55
18 5.5 339 58
10 5 377 73
15 5 361 64
12 7.2 410 65
7 7.5 389 59
12 5.2 395 72
10 5.1 443 54
19 5 371 67
14 5.5 356 65
18 5.1 326 58
20 5.2 330 67
7 5.3 428 61
20 5.1 442 55
15 5.1 443 60
2 5.4 404 68
2 5.5 379 71
3 5 443 54
14 5.4 447 73
10 5.3 424 62
18 5.4 372 74
2 5.5 368 70
2 5.5 338 76
3 5 349 59
3 5.2 375 64
17 5.3 450 57
14 5.1 376 58
18 5.5 373 75
6 5.3 370 76
6 5 378 77
15 5.4 389 74
13 5.4 333 61
14 5.2 386 74
17 5.3 396 70
12 5.2 434 77
16 5.1 436 63
11 5.5 439 63
6 5.2 391 57
15 5.3 347 58
20 5.5 369 61
13 5 347 60
20 5.1 406 59
19 5.3 383 67
19 5.3 342 67
11 5 336 63
5 5.2 366 70
19 5.1 447 59
16 5.3 363 63
12 5.4 360 74
6 5.5 374 77
18 5.2 383 69
9 5.5 356 68
14 5.4 386 67
16 5.4 367 58
6 5.3 336 57
10 5.2 402 71
9 5.1 396 70
5 5.1 344 70
17 5.1 403 77
7 5.2 436 71
19 5.4 150 54
7 7.5 157 60
15 7.5 154 68
13 7.4 144 59
10 7.3 134 73
17 7.5 436 63
8 5 350 68
6 5.1 401 45
12 5.5 365 46
17 5.2 336 49
19 5.2 388 48
8 5.2 342 45
7 5.2 428 45
8 5.4 412 62
7 5.5 335 61
19 5.5 373 72
18 5.5 389 58
19 5 362 61
19 5.4 443 60
6 5 447 74
9 5.3 367 68
13 5 383 66
13 5 404 55
14 5.5 393 60
9 5.4 442 70
15 5 350 54
11 5.1 375 55
12 5.3 428 60
12 5.1 335 67
11 5 431 64
12 5.3 431 71
7 5.3 422 61
17 5 336 61
17 5.5 401 66
5 5.3 417 63
10 5.5 434 69
20 5.4 352 64
5 5.5 396 57
14 5.3 414 70
14 5 328 76
13 7.3 440 75
19 7 378 74
11 5.5 347 62
7 5.2 386 58
13 5 398 60
10 5.4 363 54
17 5 380 64
7 5 405 67
5 5.3 361 61
14 5.1 350 66
14 5.5 438 69
2 5.1 392 77
2 5 359 54
2 5.4 364 61
9 5.1 337 55
13 5 375 54
18 5.2 370 63
3 5.4 378 59
2 5.4 335 75
3 5.4 370 56
2 5.1 366 68
13 5 357 66
5 5.5 432 59
17 5.1 327 57
14 5.3 439 65
13 5 340 56
7 5.1 415 58
17 5.5 379 66
9 5.5 387 68
7 5.2 397 74
16 5.1 439 55
9 5.4 329 64
9 5 427 65
5 5.2 367 63
20 5 424 55
7 5.5 340 72
5 5.3 375 76
17 5.5 360 69
18 5 384 66
20 5.3 337 56
17 5.5 397 76
15 5 402 54
15 5.2 401 57
19 5.4 432 59
19 5.1 357 62
16 5 326 74
6 5.2 373 59
20 5.5 393 69
15 5 396 72
6 5.5 420 61
10 5 443 70
16 5.2 418 67
15 5 440 65
7 5.3 369 65
20 5.2 403 64
7 5.2 396 58
13 5 181 57
18 7 137 70
5 7.1 161 72
5 7 153 66
14 7.3 170 59
15 7.2 411 71
7 5.2 415 74
15 5.3 383 50
14 5.4 381 45
8 5.1 365 51
14 5 395 50
9 5.4 398 54
19 5.2 449 54
8 5 352 57
10 5.5 423 70
5 5 437 60
5 5.5 345 73
5 5 383 67
18 5.2 370 72
11 5.2 346 74
13 5.1 438 57
17 5.4 334 69
6 5.3 421 69
13 5.4 419 58
6 5.5 412 54
18 5.4 421 76
6 5.3 376 55
17 5.1 344 71
7 5.3 360 72
15 5.1 340 54
12 5.2 364 65
14 5.5 369 68
8 5.5 389 56
17 5 425 57
10 5.4 389 67
12 5.5 338 70
20 5.4 414 67
7 5.4 401 63
15 5.1 366 59
18 5.2 433 65
9 7.5 347 75
6 7.2 389 63
7 5.3 347 77
14 5.5 411 61
16 5.2 348 76
17 5.4 339 69
12 5.2 390 63
12 5.5 338 62
5 5 446 55
6 5 337 63
10 5 420 65
3 5.4 410 64
3 5.4 380 77
3 5.5 416 61
10 5.1 365 56
15 5.3 437 61
20 5.1 328 62
3 5.3 345 54
3 5.1 366 55
3 5 370 68
3 5.1 444 72
13 5.3 389 55
11 5.1 348 70
10 5 430 61
8 5.4 359 72
17 5.3 427 73
8 5.4 407 67
12 5.1 392 67
13 5.3 345 57
5 5.5 388 73
6 5.3 448 63
9 5 421 59
13 5.3 328 75
12 5.2 393 71
8 5 346 68
13 5.2 401 66
9 5.1 375 73
10 5.3 382 72
6 5.4 430 67
18 5 357 56
17 5.1 341 76
15 5 409 66
6 5.2 345 77
14 5.5 360 69
20 5.5 409 59
10 5.1 441 69
6 5 362 77
20 5.1 412 67
15 5.2 367 61
14 5.2 373 59
10 5 403 55
5 5.2 377 66
10 5.2 360 63
12 5.5 412 70
15 5.2 352 75
11 5.2 347 70
11 5.5 194 55
